id,date,time,author_id,author,text,link
1394,2025/9/3（週三） 23:49,23:49,553,553-0720939東東,,https://docs.google.com/document/d/1_p8b_3hgSdWMNsgPFqIkRI4kCiG32umbjALSiRYaGjc/edit?usp=sharing
1395,2025/9/4（週四） 09:52,09:52,670,🔥⭐670-0782621秀乙,,https://docs.google.com/document/d/1coGEbZppDywQhCm5MZplniLIB8tOYdvF9XacHqYyazw/edit?usp=sharing
1396,2025/9/4（週四） 15:38,15:38,708,708-0827175南極熊,九月小作文-華通2313,https://docs.google.com/document/d/1-83SbMTjGG-XXw0XYCGm2_TU2LsTNRZakr67yzqQsr0/edit?usp=drivesdk
1397,2025/9/4（週四） 15:44,15:44,706,706-0825193Harpist,九月小作文-中華化 1727,https://docs.google.com/document/d/1R8k-gqxV9xIcuqpizZPduJIhLT0xL_Ibm6bLWXR4SGU/edit?tab=t.0
1398,2025/9/4（週四） 16:33,16:33,046,046-0406114 JOY88,9月小作文以FOMC投票票委來分析,https://drive.google.com/file/d/1JfxcgM68NB60uUhyNF_v9rp5u8_ce4T6/view?usp=drive_link
1399,2025/9/4（週四） 17:41,17:41,709,709-9800007子J,九月小作文-經寶jpp-KY 5284,https://docs.google.com/spreadsheets/d/1K76QNpxSzzQjcr9LF8C6xOkco13mGT3sJtZv2EIpg-8/edit?usp=sharing
1400,2025/9/4（週四） 23:32,23:32,447,447-0429654 Samuel,8月小作文-日本一級棒大金,https://docs.google.com/document/d/1GX8dTSCk21wh-ibES6hUUah5XmkB1z7GAPlcyyuUa4A/edit?usp=sharing
1401,2025/9/4（週四） 23:41,23:41,686,686-0810001卡爾森,九月小作文-遠雄港5607,https://docs.google.com/document/d/12j12OKLZd2EhotPAK-ZuARsKKwPqRxVQEAv9P7FUqvo/edit?usp=sharing
1402,2025/9/5（週五） 01:46,01:46,427,427-0534073 ant🐜,8月小作文：中光電5371,https://docs.google.com/document/d/1_z6O9SiWkOJzF5X25V4E4KTkbKsKzj-aF_VftvE9gtg/edit?tab=t.0
1403,2025/9/5（週五） 12:12,12:12,706,706-0825193Harpist,九月小作文 我個人用程式寫的 每日籌碼流向報告,https://docs.google.com/document/d/1QFCy8EY9ob6Y29KYykFdmAtsuphmKUP-bM5OSVw1IG4/edit?tab=t.0用程式
1404,2025/9/5（週五） 13:01,13:01,617,617-0739454傑森,狼友小作文 9月份 永信建 5508,https://docs.google.com/document/d/1ZLAIQ0V_bSjX7f2vDMD4MmPzY6nSxuIqFZi7d-IH3gs/edit?usp=sharing
1405,2025/9/5（週五） 16:24,16:24,289,289-0394556/Agogo,9🈷️小作文 2481 強茂,https://docs.google.com/document/d/15h0CQ6SbTBcAvzWCLLH846UWrpAmJev3Bp1AVQ7IAxA/edit?usp=drivesdk
1406,2025/9/5（週五） 16:34,16:34,616,616-0749800 吉拉,8月小作文 1513中興電,https://docs.google.com/document/d/1vvfhz0mWg-TkzC_JwNEX_e9hi3vJwF0L736oumJ5ugE/edit?usp=sharing
1407,2025/9/5（週五） 17:38,17:38,687,687-0461939你豪弟,,https://docs.google.com/document/d/1jaxym8JxxGlbs0--nrXnK-lUs2OqgJjZ/edit?usp=share_link&ouid=107276251758633899681&rtpof=true&sd=true
1408,2025/9/5（週五） 19:19,19:19,546,546-0728449Douhua,9月小作文 Perplexity領取,https://docs.google.com/document/d/1YcjmdrIzxzdeenFO-lhTa7jaF_OIlDipMsbuiUAI8L0/edit?usp=sharing
1409,2025/9/5（週五） 21:15,21:15,699,699-0432133山姆,九月小作文-泰金-KY 6629,https://docs.google.com/document/d/1dqGjw-jjhfRzR4-CWen7thahWPcqJmQAYSY3MYhRjbc/edit?usp=drive_link
1410,2025/9/6（週六） 14:16,14:16,711,711-0824408我要成為通靈王,九月小作文-ALAB,https://drive.google.com/drive/folders/16uRGm8xvtqCoXTLlPvPOtieOkJy3Vq8l?usp=sharing
1411,2025/9/6（週六） 14:56,14:56,540,540-0726483小林,八月小作文-當日開盤內5-30分鐘成交量前10名的觀察及探討-3，以8/28為例-,https://docs.google.com/document/d/1Uf8V3sqv8-iRcV8D6N0Hy4hoetvw-5_ZIO-AEGMs_xc/edit?usp=sharing
1412,2025/9/6（週六） 16:57,16:57,713,713-0824864小邱Eric,九月小作文-智通8932,https://drive.google.com/file/d/160WdQQc-bTK0yrn8ZQKBX58exAs6muVS/view?usp=sharing
1413,2025/9/6（週六） 17:00,17:00,712,712-0828899馬克蔡,九月小作文-崧騰3484,https://drive.google.com/file/d/1WEOtB1BunXpL49dyf6-79G5sM8lJuRLV/view?usp=drivesdk
1414,2025/9/6（週六） 20:50,20:50,608,608-0750132 Kris,9月小作文 鴻海技術分析,https://docs.google.com/document/d/10npFj5q4oiFq92r9lxQt5-GhBhbw8s0WXpwvUjLSGuA/edit?usp=sharing
1415,2025/9/6（週六） 21:00,21:00,668,668-0780076jackychen,,https://docs.google.com/document/d/10npFj5q4oiFq92r9lxQt5-GhBhbw8s0WXpwvUjLSGuA/edit?usp=sharing
1416,2025/9/6（週六） 21:12,21:12,664,664-0782605阿德,9月小作文-2020abf載版 vs2025pbc載版,https://drive.google.com/file/d/1miSUlVlR2gb_E7KVwsxWlZQ95N-K5wcK/view?usp=drivesdk
1417,2025/9/6（週六） 22:03,22:03,574,574-0725109Flower SH,8月小作文,https://docs.google.com/document/d/1fh-B6OJYN4HxmjBrdC1OKv1oV0nsyj2Z/edit?usp=sharing&ouid=104503944248444594043&rtpof=true&sd=true
1418,2025/9/7（週日） 01:41,01:41,644,644-0394158三男寶爸楊仔,,https://docs.google.com/document/d/1QEuGyK8Ypb_Vz4WObG6P_znno6ietVXSqOp8nHQW3rw/edit?tab=t.0
1419,2025/9/7（週日） 02:15,02:15,567,567-0726661 Gary,九月小作文-處置出關股日內空方當沖策略2,https://walnut-planarian-4a2.notion.site/2025-09-07-2637d11db04c80c08ddcf85b93cbf8c6
1420,2025/9/7（週日） 12:31,12:31,709,709-9800007子J,9月小作文-7402邑錡,https://docs.google.com/spreadsheets/d/1K76QNpxSzzQjcr9LF8C6xOkco13mGT3sJtZv2EIpg-8/edit?usp=sharing
1421,2025/9/7（週日） 12:49,12:49,385,385-0497440 麥當勞股東,,https://docs.google.com/document/d/120UragXWnTjc6CKmRgOhErY2kEGtRFbt_qSr7dkXsOc/edit?usp=drivesdk
1422,2025/9/7（週日） 17:18,17:18,437,⚡️⭐ 437-0548182林大大,9月小作文 - 天虹（6937）,https://docs.google.com/document/d/1RKK1bcxYefg6UI1sgsTbQuDIePKFmdtp/edit?usp=sharing&ouid=102413103344657402164&rtpof=true&sd=true
1423,2025/9/7（週日） 22:04,22:04,670,🔥⭐670-0782621秀乙,,https://docs.google.com/document/d/1UQoXFTW-v55nhDZ2vqWhcvN9XhYxueO89N_nEDbwQsY/edit?usp=sharing
1424,2025/9/8（週一） 00:03,00:03,563,563-0554668社工日常,9月小作文，獻給槓桿開很大，爆炸可能得去吉野家打工的群友，沒有嚴謹的回測跟計算，提供大家一個思考的方向和做法，歡迎選擇權大師補充建議和做法,https://drive.google.com/file/d/1RfVMO4ExRW1QkWP5x-vg1eMGIihWxslm/view?usp=sharing
1425,2025/9/8（週一） 00:16,00:16,661,661-0781606亨利,9月小作文 3535晶彩科,https://docs.google.com/document/d/1PI_8ITLDxWmzjwVG0GYRpyXma2_DZMcp/edit?usp=sharing&ouid=108877945366556848895&rtpof=true&sd=true
1426,2025/9/8（週一） 00:43,00:43,579,579-0740320Jack,8月小作文  5392 能率,https://docs.google.com/document/d/1EJ4gZTy5wolCwoVWq5wGnWLaaRFn3y-s/edit?usp=drive_link&ouid=118019031832096772647&rtpof=true&sd=true
1427,2025/9/8（週一） 01:15,01:15,638,638-0361071鵝爸,9月小作文-機場貴賓室免費使用技巧-,https://docs.google.com/document/d/1FWxqF6hAxlhWam_lu13WBL5rsMC3FQcdZHdb29Uvlf0/edit?usp=sharing
1428,2025/9/8（週一） 01:52,01:52,605,605-0735461小蘋果,9月小作文-6199天品,https://docs.google.com/document/d/1Xb_yXuwlYM07kSz5udRJMQcvIXeFmMdDV1rktnfAmmQ/edit?tab=t.0
1429,2025/9/8（週一） 02:21,02:21,390,390-0489924_Joe,9月小作文 - 2498宏達電,https://docs.google.com/document/d/1-9vZw-lGgzjb5lpEe1UCjhX5t27yTzNI3SrAt9DjYNU/edit?usp=drivesdk
1430,2025/9/8（週一） 06:27,06:27,454,454-0454292RS,9月小作文-3284太普高,https://1drv.ms/w/c/14af7490f40312ba/EQoeXXu4hC5Jh3J8NDtPWJ0BAZtA5YbnRlx2h_18OCk81A?e=bRUeVN
1431,2025/9/8（週一） 14:38,14:38,630,630-0755577 十四,轉傳,https://ppt.cc/fgtgPx
1432,2025/9/8（週一） 21:10,21:10,473,473-0680338下面一位,8月小作文 8442威宏,https://docs.google.com/document/d/16ou8saLt5OYXmQOyXLQMAzzhJKahUjCDnXWoJSiQXGY/edit?usp=sharing
1433,2025/9/8（週一） 21:16,21:16,630,630-0755577 十四,九月小作文_華晶科(3059),https://reurl.cc/QaONnq
1434,2025/9/8（週一） 21:45,21:45,407,407-0516211史蛋,8月小作文-良維(6290),https://docs.google.com/document/d/11NO3vZgoE0-8xpRaCN5xYfUgpQ5J1b_6f3Vdp8LYffU/edit?usp=sharing
1435,2025/9/8（週一） 22:09,22:09,716,716-0469737小陳,8月份小作文 楠梓電2316,https://docs.google.com/document/d/e/2PACX-1vQEk7p2_ajS0a7q2neczewy24yjAKbK7WUAAD5yvjitfmfo5zcfTbGSmAH36Wyfrq53wSDoJdSFHJO3/pub
1436,2025/9/8（週一） 23:14,23:14,041,041-0397236拖泥帶水,9月小作文2-ALAB,https://docs.google.com/document/d/11cCt6IjE8dUPwZ0gNYIb2fSzzpdweygzMXH3nrSQJm4/edit?usp=sharing
1437,2025/9/8（週一） 23:22,23:22,398,398-0502254昶,9月小作文-20250904軍工族群交易機會,https://drive.google.com/file/d/1fL9DIeI_Ri0J1geMEcU2CQAEBrqx5THV/view?usp=sharing
1438,2025/9/9（週二） 00:08,00:08,529,529-0729189 書蟲,九月小作文-強茂2481,https://drive.google.com/file/d/1CJ2SRPMx-Dev_sxyuf56j5lRrLRrGTru/view?usp=sharing
1439,2025/9/9（週二） 00:55,00:55,463,463-0428875JoeC,8月小作文-南電,https://docs.google.com/document/d/1aBU8sem16EP372AmICcIjK-fUDRN_9NA2N-wmNKEarc/edit?usp=sharing
1440,2025/9/9（週二） 07:38,07:38,184,184-0393188 吃魚,,https://docs.google.com/presentation/d/1dxO2OQ6T4RLD4HjGv5W9hyqN7jcLhjpdeVbsuMBLv0w/edit?usp=drivesdk
1441,2025/9/9（週二） 10:35,10:35,381,381-0491048彼得森,9 月小作文 2436 偉詮電,https://docs.google.com/document/d/1J4ZO4YkbQefHXUjjqTz0tp47bSOqTX_6MsWsf4tHHKk/edit?usp=drivesdk
1442,2025/9/9（週二） 11:18,11:18,673,673-0785110特特,,https://docs.google.com/document/d/1RVFAHGK3k6mQAWkAO4IYmIzGZVd4zOnrRTuhmTtEi8g/edit?usp=sharing
1443,2025/9/9（週二） 13:06,13:06,698,698-0755564JA,9月小作文-光洋科(補充上中下游資訊),https://docs.google.com/document/d/1NezicmXRG3w7daJlEcCWHAZp_xBWqzBeTeXlu9fZebs/edit?tab=t.x13sbn8z9cav
1444,2025/9/9（週二） 13:55,13:55,289,289-0394556/Agogo,九月小作文 定穎投控,https://docs.google.com/document/d/1rDQG-hdQ5YwNRcR8eXIRO1YnGZlK8bMeJyxe63sqwrU/edit?usp=sharing
1445,2025/9/9（週二） 15:48,15:48,717,717-0414096POLO👕,九月小作文-南電8046,https://docs.google.com/document/d/1QsC5DUW7uDt7MflIUDaDhlgbsY2zpyNkWOtw16O-wu8/edit?tab=t.0
1446,2025/9/10（週三） 15:39,15:39,718,718-0827751小J,九月小作文-GRMN,https://hackmd.io/@oKnu1ThDTlirB8lTp4ZjQQ/SyM7rkA5ee
1447,2025/9/10（週三） 15:39,15:39,719,719-0827133Eileen,九月小作文-京鼎 3413,https://docs.google.com/document/d/1cYb3GxUgfOmwhSmhWpAi3HH7i5mr0qWh/edit?usp=sharing&ouid=111607531348161543485&rtpof=true&sd=true
1448,2025/9/10（週三） 17:43,17:43,494,494-0724582  ERIC,8月狼友小作文-3703欣陸,https://docs.google.com/document/d/1hd7hHV64OASDQrJ9EUGCqzoCxa6UNbqshvOYSKb3jxo/edit?usp=sharing
1449,2025/9/11（週四） 16:25,16:25,581,581-0721734Barney,8月狼群小作文 - 1268 漢來美食,https://docs.google.com/document/d/1Z2Tl2u4164DZuYaSdgvAdgKN41jD-QAphv2KkM5J2Kk/edit?usp=sharing
1450,2025/9/11（週四） 18:35,18:35,424,424-0528115guidex,8月狼群小作文 - 5203訊連,https://drive.google.com/file/d/1dq1GUgDXXjh7GwD5tHcVX0QFaCJ4iO5k/view?usp=drive_link
1451,2025/9/11（週四） 23:35,23:35,716,716-0469737小陳,9月狼群小作文 - 5289 宜鼎,https://docs.google.com/document/d/1YeK9AnohKWJtSEiIEjNPCGnIcltbLxNxOEQQh-N2vOE/edit?usp=sharing
1452,2025/9/12（週五） 10:05,10:05,503,503-0551726千千,,https://docs.google.com/document/d/1jato7nQwyiVcJYWwX0N2SE0SbT8gCttiR8B7I-RJTf0/edit?usp=sharing
1453,2025/9/12（週五） 22:16,22:16,466,466-0431600見龍於田,8月小作文-Tempus AI (TEM),https://docs.google.com/document/d/1GQMpu6P1XRKxA4u52ibhszeypkvtmtVoSRSfXjp-HPE/edit?usp=sharing
1454,2025/9/13（週六） 13:49,13:49,318,🔥⚡⭐318-0398439交易失敗,9月狼群小作文 - 國中生也能懂得 《矽光子完整筆記》,https://docs.google.com/document/d/1rTs2pQtwSizc2QM_oyW041x1AZGUhFloEyVmk66mnxw/edit?usp=sharing
1455,2025/9/13（週六） 15:00,15:00,681,681-0771836yu chen,九月狼群小作文 出差賺外快,https://docs.google.com/document/d/12cIDquACv66LFpIVHDaMS6u0L-31CzVgsxlMzqRnvcg/edit?usp=drivesdk
1456,2025/9/13（週六） 17:16,17:16,434,434-0547510菲獅,9月小作文-台達電2308,https://docs.google.com/document/d/1ErLE15AVc56AovMO4ZXrarfggpsfvG1n_yLeA_Otrvc/edit?tab=t.0
1457,2025/9/13（週六） 23:35,23:35,041,041-0397236拖泥帶水,9月小作文03-強茂2481,https://docs.google.com/document/d/10d6sIiUlWntkch63fUL0NjqpJkM-UB-p2AveZANkOxQ/edit?usp=sharing
1458,2025/9/14（週日） 07:21,07:21,527,527-0726894耀,九月小作文3持股續抱的理由,https://docs.google.com/document/d/1kS8eor7PdgG7EnWBnM32v1RWVc3b8kDZ/edit?usp=drive_link&ouid=106899638007069152878&rtpof=true&sd=true
1459,2025/9/14（週日） 09:40,09:40,611,611-0541723 鴿五郎,9月小作文2   短線交易2-當下交易的規劃,https://docs.google.com/document/d/1_mgYne4qKa1pJazzPv_OhMY2EAWksGWc/edit?usp=drive_link&ouid=104588451278844838269&rtpof=true&sd=true
1460,2025/9/14（週日） 13:53,13:53,552,552-0738248小炫風,九月小作文-東哥遊艇8478,https://1drv.ms/w/c/691f33e0f672afe9/EX56iPY6zG9Gsh5W1sf_oSIBtXntU5TBHvj9N2nshIsgkQ
1461,2025/9/14（週日） 15:48,15:48,527,527-0726894耀,這個是我自己弄的凱莉公式EXCEL表 有興趣再使用更改成自已適合的方式,https://docs.google.com/spreadsheets/d/1SKNCPtD5sAk76b6zwykBuA1ZHkKRSHEZ/edit?usp=sharing&ouid=106899638007069152878&rtpof=true&sd=true
1462,2025/9/14（週日） 16:48,16:48,660,660-0769589聾五,9月小作文-鮮爲人知的綠賣紅買強勢股利器,https://docs.google.com/document/d/1S4xuhHH9Gb6RDpq7MlOxKUSjhYnUI0cnF_kM4OUDB9k/edit?usp=drivesdk
1463,2025/9/14（週日） 18:21,18:21,437,⚡️⭐ 437-0548182林大大,9月小作文 part2 - 南亞科（2408）& 華邦電（2344）,https://docs.google.com/document/d/1-whisCdNeEQN69MW56XYfHvh0aUBAFLx/edit?usp=sharing&ouid=102413103344657402164&rtpof=true&sd=true
1464,2025/9/14（週日） 21:22,21:22,592,592-0395380YH,八月小作文（補）,https://docs.google.com/document/d/1kDclXGocoHzD8RsV60gKszRJ0QyXnGQnv0kfKcbFqto/edit?usp=sharing
1465,2025/9/14（週日） 21:36,21:36,720,720-0782948老白,,https://docs.google.com/document/d/1nrBLsU1_AJ9oXUP1O4PkGWET_EQV6W6aDpL5NHYu28o/edit?usp=sharing
1466,2025/9/14（週日） 22:12,22:12,673,673-0785110特特,九月小作文-,https://docs.google.com/document/d/1RVFAHGK3k6mQAWkAO4IYmIzGZVd4zOnrRTuhmTtEi8g/edit?usp=drivesdk
1467,2025/9/14（週日） 22:30,22:30,612,612-0751830 Bazinga,八月小作文(補)-,https://drive.google.com/file/d/1ZKUx7eXXMzRNemuN0TCCwSqzVH4rDeKo/view?usp=sharing
1468,2025/9/14（週日） 23:06,23:06,613,613-0750653諾克堤斯,八月小作文（補）,https://drive.google.com/file/d/11IXjWRQDd3WiFSYLOw4xjXRuWsWKZNpc/view?usp=drivesdk
1469,2025/9/14（週日） 23:06,23:06,613,613-0750653諾克堤斯,九月小作文,https://drive.google.com/file/d/1VevZg6rciVQCLsFfCkhKXx9fulpwzckw/view?usp=drivesdk
1470,2025/9/14（週日） 23:21,23:21,544,544-0735623 星期六早上,八月小作文 (補),https://docs.google.com/document/d/1kgIschfDes04EqxNx1q0uuRr9m6_60iiREN01m5jLqs/edit?usp=sharing
1471,2025/9/14（週日） 23:31,23:31,538,538-0736538 ㄟ死笑笑笑,八月小作文（補）,https://drive.google.com/file/d/1RqtQK2TwhN-wj2IgNTpX73ls-61wefot/view?usp=sharing
1472,2025/9/14（週日） 23:35,23:35,643,643-0449197Eva,250914小作文-7402邑錡,https://docs.google.com/document/d/1dK2d94f5Zw9NPaPYFr1xXtjgjUqkxcXm/edit?usp=drive_link&ouid=110642065373844850390&rtpof=true&sd=true
1473,2025/9/14（週日） 23:41,23:41,421,421-0299033青蛙狼,8月小作文-,https://docs.google.com/document/d/11cI3EB-FXm0CyIl8HC-SB5BvFQ9ZccShBNZFxplGSbY/edit?usp=drivesdk
1474,2025/9/14（週日） 23:44,23:44,428,428-0429751貝卡,8月小作文AVGO-,https://docs.google.com/document/d/1dLnYofRRqwEwFPMXKY_o8OcNB7336ZUK0Wbf1kJ6Y9Q/edit?usp=sharing
1475,2025/9/14（週日） 23:45,23:45,506,506-0723994 樂觀感恩,,https://docs.google.com/document/d/14t-WzhAuEhf-yqgQQNruFX8se1F0IyLWgRg58K9jrqM/edit?usp=sharing
1476,2025/9/14（週日） 23:49,23:49,669,669-0783549EdwardLin,八月份小作文,https://docs.google.com/document/d/1DsXcMzVxNfZB7TIGyltEKykmNHOsiUGQ/edit
1477,2025/9/14（週日） 23:58,23:58,544,544-0735623 星期六早上,九月小作文,https://docs.google.com/document/d/1kgIschfDes04EqxNx1q0uuRr9m6_60iiREN01m5jLqs/edit?usp=sharing
1478,2025/9/15（週一） 00:28,00:28,500,500-0724304FOMO就剁手手,八月小作文,https://docs.google.com/document/d/1zHcdFhhVhlRKaiYnJJ6OtYlmFqP6W8mv46U6tE5OyQM/edit?usp=sharing
1479,2025/9/15（週一） 00:45,00:45,659,659-0773876眼睛畫XX,九月小作文,https://drive.google.com/file/d/1Bdu4ET8-8ZykuznSEivEaejd4U4Zw2M1/view?usp=drive_link
1480,2025/9/15（週一） 00:49,00:49,596,596-0530815龜龜,九月小作文,https://1drv.ms/w/c/068c5ddf93808c2f/EbqY1XuXPnpPlZ4Y6Xd1b4IBWH5Cl6AbHw-CKSUqLp4GYA?e=CUAlwo
1481,2025/9/15（週一） 00:50,00:50,596,596-0530815龜龜,八月小作文,https://1drv.ms/f/c/068c5ddf93808c2f/ElA_KgdBXgZIhYRc_yAwL_UBGBRYTua-B7hSPmtIFH_vdA?e=43OBEK
1482,2025/9/15（週一） 00:51,00:51,659,659-0773876眼睛畫XX,"我剛進群時寫他,",https://docs.google.com/document/d/1Jb5OET9wJL5W5H8hEbIXIAfGQxhQK9Kl/edit?usp=sharing&ouid=112969168744547444941&rtpof=true&sd=true
1483,2025/9/15（週一） 00:51,00:51,392,392-0426534定宏,八月小作文（補）,https://docs.google.com/document/d/1rb6laHdjsKkfswqRr9_VVW8mLvlh3Y22ZXiSpU0tMTo/edit?usp=drivesdk
1484,2025/9/15（週一） 01:17,01:17,440,440-0208121  voice,八月小作文,https://docs.google.com/document/d/1ytGSaOhBju3NCrcggGbwn1PYBIULAQAW/edit?usp=sharing&ouid=112140481029709627573&rtpof=true&sd=true
1485,2025/9/15（週一） 06:08,06:08,603,603-0749046高福福,八月小作文(補),https://drive.google.com/file/d/1VhVcKuikBs74mnIfTwQjBO79RhxeaGHS/view?usp=sharing
1486,2025/9/15（週一） 06:09,06:09,668,668-0780076jackychen,8月小作文,https://tinyurl.com/2npab7u2
1487,2025/9/15（週一） 10:45,10:45,318,🔥⚡⭐318-0398439交易失敗,9月狼群小作文-美中半導體衝突與對台灣電源管理 IC 產業的影響,https://docs.google.com/document/d/1a9tIAIzALwKK4um2N1aNjY3a4XUfYc54rpS013lrehY/edit?usp=sharing
1488,2025/9/15（週一） 10:48,10:48,449,449-0522027冷萃綠茶,,https://docs.google.com/document/d/1uxeju16WQidu3E844qRPcZ0fR1dZPQulVOopFXkAbqs/edit?usp=drivesdk
1489,2025/9/15（週一） 10:49,10:49,387,387-0405856 Wesley,八月小作文,https://docs.google.com/document/d/1yhN5Ya671zSIEZcXpiNXB0ObI_-A-dH1j3YBQGZwqwY/edit?usp=drivesdk
1490,2025/9/15（週一） 12:50,12:50,274,274-0268705雷門林,九月小作文,https://docs.google.com/document/d/1Xq3EN116R3qOvmB9InJLtcIOaGlLPS9iRpz43vsZtnk/edit?usp=sharing
1491,2025/9/15（週一） 16:08,16:08,635,635-0557322阿展,9月小作文,https://docs.google.com/document/d/114ygDzrqOe6Tfd2HavNkPNdAFClGfE8D/edit?usp=drive_link&ouid=109030146905094579631&rtpof=true&sd=truee
1492,2025/9/15（週一） 16:33,16:33,685,685-0809847冷鴿,九月小作文,https://docs.google.com/document/d/1hdRK_10zCq_R2LGksZOma7EegpiFT9mCY8j6O87Vdwc/edit?usp=drivesdk
1493,2025/9/15（週一） 16:51,16:51,658,658-0775188馬來貘,九月小作文,https://docs.google.com/document/d/10hvUvJ5HUxMwxvIhYKYth0l1YA6mAQo9sYDqSDrbiEQ/edit?usp=drivesdk
1494,2025/9/15（週一） 16:58,16:58,722,722-0772657 左撇子艾德,九月小作文,https://1drv.ms/w/c/4b4163e47faeea11/ERfp2yaST0dHmiHpQhSJmEgBJ-oyIdTp7nW0KKocgpGE3A
1495,2025/9/15（週一） 17:45,17:45,412,412-0432269 Abby,8月小作文-台股-虹冠電3257,https://reurl.cc/Qag4Oq
1496,2025/9/15（週一） 20:15,20:15,618,618-0752428MMRT,8月小作文-聯準會9月會議前瞻,https://docs.google.com/document/d/16j6U3zf7jebt0yvmkEzFY0YMoYqBpBwBczDixJpxuqY/edit?usp=sharing
1497,2025/9/15（週一） 21:32,21:32,582,582-0741280 RL,8月小作文,https://docs.google.com/document/d/10zMszpfSGleWnsuLIFsEROfxwFtw3Qe6/edit
1498,2025/9/15（週一） 21:40,21:40,695,695-0672171 MM,9月小作文,https://docs.google.com/document/d/1Yyp36Rt-9B4e_5LWX-EAKxwGVNC6bwSeSUm7ja-JQ9E/edit?usp=sharing
1499,2025/9/15（週一） 23:59,23:59,548,548-0737184 Ryan,8月小作文 (補)  6282 康舒,https://1drv.ms/w/c/ad3e6cf15fb884b7/EczJlrsWtmNInjZs2wB6axsBXkNsf60kE5qJtfKUcBrUDQ?e=Y47LSB
1500,2025/9/16（週二） 00:56,00:56,306,306-0412771 冠諺,九月小作文,https://docs.google.com/document/d/10AqDh8Pfv0kuj9KZo3kSUnqHXkuUHzdVPG7FD_HjH2Q/edit?usp=sharing
1501,2025/9/16（週二） 10:16,10:16,420,420-0529143肥吱吱,九月小作文  國精化 4722,https://docs.google.com/document/d/1ftx-fs6ToXR7bnQq9GHFw6z4g073BrOA-DmVkCZORwA/edit?tab=t.0
1502,2025/9/16（週二） 11:03,11:03,041,041-0397236拖泥帶水,九月小作文,https://docs.google.com/document/d/1S-aIZd0Q5RwSz5XDrbveQwNZhOOU4r2Js5-EAtIJcUc/edit?usp=sharing
1503,2025/9/16（週二） 11:09,11:09,663,663-0782676紀爸,,https://docs.google.com/document/d/1rMjWn5tpB8E0GsGbowOSq-zI7FDX8z1F/edit
1504,2025/9/16（週二） 11:45,11:45,509,🔥📊⚡️ ⭐ 509-0726577小棕熊,,https://docs.google.com/document/d/1qzpXvKvkwGcM2rTGBF__bQGMboWWjmGWhwUSSLA11pg/edit?usp=sharing
1505,2025/9/16（週二） 12:23,12:23,383,383-0488695 三寶,8月小作文-青少年情緒穩定略述,https://docs.google.com/document/d/1D2OtLXEs2QfBmP1uduFs3LdX5pzDeJc8/edit?usp=drive_link&ouid=105443695704290227678&rtpof=true&sd=true
1506,2025/9/16（週二） 12:35,12:35,393,393-0505015亮,這篇是 去年10月,https://docs.google.com/document/d/1FVzNr_RipGtWIeDVYhoROxCYT-2WwzQ2M-J4F18L2q4/edit?tab=t.0
1507,2025/9/16（週二） 12:35,12:35,393,393-0505015亮,這篇是 去年12月,https://docs.google.com/document/d/1yL_n_LIMMkcrhjMV3F4BGukIpsaRSXxcMMdyqAHx5Zw/edit?tab=t.0
1508,2025/9/16（週二） 12:36,12:36,393,393-0505015亮,今年一月,https://docs.google.com/document/d/1ZMOqJTOVfUu-FwniWrVFwHc9ZhD3WEd7G9D7_8kTQz4/edit?tab=t.0
1509,2025/9/16（週二） 12:36,12:36,393,393-0505015亮,今年二月,https://docs.google.com/document/d/1wvtGOsEXgkS-JLO1XNcUIxV83Bp5G2XO-j3BJ3pas0k/edit?tab=t.0
1510,2025/9/16（週二） 12:37,12:37,393,393-0505015亮,今年三月,https://docs.google.com/document/d/1UyPsz99oIOVegyPKZltlfeId0Nck7kXq5u9xu58xad8/edit?tab=t.0
1511,2025/9/16（週二） 12:38,12:38,393,393-0505015亮,欸不對這篇好像是四月的,https://docs.google.com/document/d/1nkqX3h5_ZXpJ6hinxjJzyTdCBeEth6UKq0aWXBL4m_w/edit?tab=t.0
1512,2025/9/16（週二） 12:38,12:38,393,393-0505015亮,今年五月,https://docs.google.com/document/d/1b4b_hHsINONh_wONLZ2rvKwjuaVUnoE1yNJeg4a12tU/edit?tab=t.0
1513,2025/9/16（週二） 12:39,12:39,393,393-0505015亮,今年六月,https://docs.google.com/document/d/15mrhKwQVEhYOUSW4unEH3jO6mRQgdsCdP6Ahfc_zjQo/edit?tab=t.0
1514,2025/9/16（週二） 14:13,14:13,527,527-0726894耀,九月小作文4-美股(open),https://docs.google.com/document/d/1K3KRp9-4_pL_CX6dRskI6NxLwsALiAGP/edit?usp=drive_link&ouid=106899638007069152878&rtpof=true&sd=true
1515,2025/9/16（週二） 14:49,14:49,439,439-0529059 空格 整骨,九月小作文,https://docs.google.com/document/d/1e093dMD0a7G6q4O9c7tOGUNRZxmIkeEE/edit?usp=drivesdk&ouid=101925351602752908642&rtpof=true&sd=true
1516,2025/9/16（週二） 16:19,16:19,544,544-0735623 星期六早上,九月小作文,https://docs.google.com/document/d/1kgIschfDes04EqxNx1q0uuRr9m6_60iiREN01m5jLqs/edit?usp=sharing
1517,2025/9/16（週二） 17:10,17:10,724,724-08342062learner,九月小作文,https://drive.google.com/file/d/1WFHEVNPdEoNK9qSvugfNoTOHjmdspPru/view?usp=sharing
